store_id,store_name,region,date,transactions,revenue,avg_basket_value,discount_pct,footfall,stockout_flag,transactions_error,discount_error,transactions_clean,discount_pct_clean
ST-17,SUMMIT CORNER,WEST,2026-03-07,66,6632.67,96.13,32.0898601,469,False,False,False,66.0,32.0898601
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-27,55,14698.87,276.69,3.003047821,902,False,False,False,55.0,3.003047821
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-24,63,,99.74,4.739143089,840,False,False,False,63.0,4.739143089
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-11,59,7706.25,124.84,1.032194423,836,False,False,False,59.0,1.032194423
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-02,66,6798.7,105.91,0.429105799,496,False,False,False,66.0,0.429105799
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-10,56,3844.06,63.05,15.77926072,586,True,False,False,56.0,15.77926072
ST-02,HARBOR POINT,NORTH,2026-04-15,60,2725.74,44.41,13.81533573,690,False,False,False,60.0,13.81533573
ST-18,ASHBROOK PLAZA,WEST,2026-05-26,64,2742.06,39.59,26.7865392,660,False,False,False,64.0,26.7865392
ST-14,GOLDEN VALLEY,WEST,2026-05-07,56,8140.0,144.32,20.6445474,606,True,False,False,56.0,20.6445474
ST-15,PINECREST MALL,WEST,2026-02-03,64,2595.1,44.42,23.22216199,392,True,False,False,64.0,23.22216199
ST-12,BAYFRONT COMMONS,SOUTH,2026-02-05,59,5173.03,81.42,14.51708671,482,False,False,False,59.0,14.51708671
ST-02,HARBOR POINT,NORTH,2026-03-10,80,5491.41,65.43,10.96537575,679,False,False,False,80.0,10.96537575
ST-12,BAYFRONT COMMONS,SOUTH,2026-04-13,78,13706.2,171.06,39.83113273,744,False,False,False,78.0,39.83113273
ST-05,EASTGATE CENTER,NORTH,2026-03-24,68,2620.54,38.32,13.92784873,355,False,False,False,68.0,13.92784873
ST-15,PINECREST MALL,WEST,2026-05-10,49,2284.72,43.11,33.30400151,743,False,False,False,49.0,33.30400151
ST-05,EASTGATE CENTER,NORTH,2026-04-15,56,3298.25,62.5,21.70752178,448,True,False,False,56.0,21.70752178
ST-06,CEDAR CROSSING,NORTH,2026-05-24,36,6702.05,182.58,,563,True,False,False,36.0,
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-26,81,4601.0,53.79,,709,False,False,False,81.0,
ST-15,PINECREST MALL,WEST,2026-04-09,72,2708.34,38.72,34.97082959,615,True,False,False,72.0,34.97082959
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-29,54,6629.63,111.72,13.69614707,661,False,False,False,54.0,13.69614707
ST-03,MAPLE JUNCTION,NORTH,,69,5661.22,88.86,18.19700909,677,False,False,False,69.0,18.19700909
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-09,42,6025.0,133.52,,487,True,False,False,42.0,
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-03,84,7463.25,80.66,33.30727464,615,False,False,False,84.0,33.30727464
ST-18,ASHBROOK PLAZA,WEST,2026-04-13,76,2895.63,40.36,11.00589442,428,True,False,False,76.0,11.00589442
ST-17,SUMMIT CORNER,WEST,2026-03-09,67,7592.87,110.11,27.36849341,902,True,False,False,67.0,27.36849341
ST-05,EASTGATE CENTER,NORTH,2026-05-06,58,3810.92,62.13,39.73862761,474,True,False,False,58.0,39.73862761
ST-15,PINECREST MALL,WEST,2026-04-22,48,4439.86,98.12,33.52232175,661,True,False,False,48.0,33.52232175
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-24,61,6679.83,115.0,22.9240069,536,False,False,False,61.0,22.9240069
ST-03,MAPLE JUNCTION,NORTH,2026-05-03,63,7608.29,117.72,17.84126877,722,True,False,False,63.0,17.84126877
ST-17,SUMMIT CORNER,WEST,2026-03-24,73,7775.82,98.82,21.87019708,655,False,False,False,73.0,21.87019708
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-05,57,9570.0,180.9,18.49735651,332,True,False,False,57.0,18.49735651
ST-05,EASTGATE CENTER,NORTH,2026-04-18,57,4610.53,84.49,15.22651711,612,True,False,False,57.0,15.22651711
ST-11,WILLOW CREEK,SOUTH,2026-05-08,65,3466.81,53.18,2.964522653,463,True,False,False,65.0,2.964522653
ST-03,MAPLE JUNCTION,NORTH,2026-05-07,55,7247.56,142.51,3.819336478,583,False,False,False,55.0,3.819336478
ST-14,GOLDEN VALLEY,WEST,2026-01-03,36,6184.0,157.91,32.00284029,912,True,False,False,36.0,32.00284029
ST-04,SILVERLINE MALL,NORTH,2026-03-06,76,5580.0,68.47,14.56778838,867,False,False,False,76.0,14.56778838
ST-14,GOLDEN VALLEY,WEST,2026-04-03,-53,5952.86,6355.88,36.21174339,443,False,True,False,,36.21174339
ST-05,EASTGATE CENTER,NORTH,2026-05-09,62,9013.73,140.07,18.35376746,569,False,False,False,62.0,18.35376746
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-07,61,6061.81,100.51,7.000679016,446,False,False,False,61.0,7.000679016
ST-06,CEDAR CROSSING,NORTH,2026-03-04,44,3427.91,82.13,15.31755942,547,True,False,False,44.0,15.31755942
ST-17,SUMMIT CORNER,WEST,2026-04-03,56,3109.0,58.04,33.82116137,792,False,False,False,56.0,33.82116137
ST-05,EASTGATE CENTER,NORTH,2026-04-30,52,3723.32,75.7,28.20649709,652,False,False,False,52.0,28.20649709
ST-18,ASHBROOK PLAZA,WEST,,72,2143.4,31.9,24.98984372,731,False,False,False,72.0,24.98984372
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-22,56,6002.0,100.9,14.83234407,559,False,False,False,56.0,14.83234407
ST-08,PALM TERRACE,SOUTH,,78,3182.85,42.46,29.603653,614,False,False,False,78.0,29.603653
ST-05,EASTGATE CENTER,NORTH,2026-02-03,81,3916.8,44.57,27.51307318,596,False,False,False,81.0,27.51307318
ST-15,PINECREST MALL,WEST,2026-05-27,38,2741.92,65.94,23.90306631,491,False,False,False,38.0,23.90306631
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-02,47,16688.9,345.82,5.600147559,555,False,False,False,47.0,5.600147559
ST-02,HARBOR POINT,NORTH,2026-05-12,59,8455.02,152.47,1.285975804,688,False,False,False,59.0,1.285975804
ST-14,GOLDEN VALLEY,WEST,2026-03-12,76,6155.7,87.89,8.620033977,811,False,False,False,76.0,8.620033977
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-27,57,6102.68,103.85,9.692708757,549,False,False,False,57.0,9.692708757
ST-03,MAPLE JUNCTION,NORTH,2026-03-06,53,9248.93,161.03,26.37256784,514,False,False,False,53.0,26.37256784
ST-14,GOLDEN VALLEY,WEST,2026-04-05,63,4579.06,71.45,25.50224826,365,False,False,False,63.0,25.50224826
ST-11,WILLOW CREEK,SOUTH,2026-05-23,57,3935.0,64.9,24.39644149,574,False,False,False,57.0,24.39644149
ST-18,ASHBROOK PLAZA,WEST,2026-04-16,61,3296.04,58.7,37.6320496,191,False,False,False,61.0,37.6320496
ST-16,REDWOOD STATION,WEST,2026-04-07,30,3951.33,125.94,38.68396691,711,False,False,False,30.0,38.68396691
ST-05,EASTGATE CENTER,NORTH,2026-04-08,62,,69.54,5.015389563,647,False,False,False,62.0,5.015389563
ST-05,EASTGATE CENTER,NORTH,,58,6708.92,123.69,23.16175815,484,True,False,False,58.0,23.16175815
ST-03,MAPLE JUNCTION,NORTH,2026-04-29,53,6673.11,126.46,7.879193013,608,False,False,False,53.0,7.879193013
ST-13,HIGHLAND COURT,WEST,2026-03-24,40,6411.49,155.49,0.2632548928,539,False,False,False,40.0,0.2632548928
ST-01,RIVERSIDE PLAZA,NORTH,,73,,87.05,10.92748766,658,False,False,False,73.0,10.92748766
ST-13,HIGHLAND COURT,WEST,2026-04-22,46,6660.12,135.53,14.13673471,474,False,False,False,46.0,14.13673471
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-03,57,11246.34,193.04,28.44441505,663,False,False,False,57.0,28.44441505
ST-06,CEDAR CROSSING,NORTH,2026-05-19,66,5278.76,81.84,26.37057228,784,False,False,False,66.0,26.37057228
ST-15,PINECREST MALL,WEST,2026-04-05,84,3949.35,48.81,31.40565437,609,True,False,False,84.0,31.40565437
ST-05,EASTGATE CENTER,NORTH,2026-03-23,30,5929.26,212.69,18.0713521,401,False,False,False,30.0,18.0713521
ST-12,BAYFRONT COMMONS,SOUTH,,69,13496.74,188.82,38.81226389,557,False,False,False,69.0,38.81226389
ST-06,CEDAR CROSSING,NORTH,2026-06-04,70,6308.85,98.86,250.0,828,False,False,True,70.0,
ST-14,GOLDEN VALLEY,WEST,,74,4055.88,59.8,1.228672841,664,False,False,False,74.0,1.228672841
ST-04,SILVERLINE MALL,NORTH,2026-05-02,80,3472.0,39.93,21.48748617,412,False,False,False,80.0,21.48748617
ST-03,MAPLE JUNCTION,NORTH,2026-05-04,29,8713.82,320.2,33.9862881,479,False,False,False,29.0,33.9862881
ST-15,PINECREST MALL,WEST,2026-04-21,64,4143.0,70.96,22.86706612,740,False,False,False,64.0,22.86706612
ST-05,EASTGATE CENTER,NORTH,2026-03-15,89,4873.12,53.61,11.59626513,674,False,False,False,89.0,11.59626513
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-20,35,3807.0,117.28,35.66868256,602,False,False,False,35.0,35.66868256
ST-11,WILLOW CREEK,SOUTH,2026-08-04,69,3545.98,48.45,27.76967895,402,False,False,False,69.0,27.76967895
ST-14,GOLDEN VALLEY,WEST,2026-01-05,54,4980.11,89.96,0.9052114417,679,False,False,False,54.0,0.9052114417
ST-16,REDWOOD STATION,WEST,2026-05-02,42,4506.92,102.43,39.25642169,659,False,False,False,42.0,39.25642169
ST-17,SUMMIT CORNER,WEST,2026-04-21,73,4352.96,54.14,9.988218929,718,False,False,False,73.0,9.988218929
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-05,85,7087.99,77.19,0.1802439024,376,False,False,False,85.0,0.1802439024
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-13,65,3312.7,46.54,0.04269860091,691,False,False,False,65.0,0.04269860091
ST-02,HARBOR POINT,NORTH,2026-03-20,102,4501.98,43.89,19.96776902,631,False,False,False,102.0,19.96776902
ST-08,PALM TERRACE,SOUTH,2026-04-12,58,9965.37,155.85,36.23453422,733,True,False,False,58.0,36.23453422
ST-05,EASTGATE CENTER,NORTH,2026-05-07,51,9365.37,193.52,27.04602103,386,True,False,False,51.0,27.04602103
ST-03,MAPLE JUNCTION,NORTH,2026-05-19,30,14250.38,439.45,22.1405674,645,True,False,False,30.0,22.1405674
ST-16,REDWOOD STATION,WEST,2026-04-06,39,5322.13,145.31,28.90793317,428,False,False,False,39.0,28.90793317
ST-08,PALM TERRACE,SOUTH,2026-03-14,43,2375.07,58.07,37.95450219,753,False,False,False,43.0,37.95450219
ST-08,PALM TERRACE,SOUTH,2026-05-03,54,2774.78,55.35,-15.0,555,False,False,True,54.0,
ST-03,MAPLE JUNCTION,NORTH,2026-04-30,38,3610.0,104.32,39.85060252,699,False,False,False,38.0,39.85060252
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-21,53,6227.55,110.44,34.35931442,320,False,False,False,53.0,34.35931442
ST-01,RIVERSIDE PLAZA,NORTH,,51,6981.39,136.85,19.74688305,481,False,False,False,51.0,19.74688305
ST-06,CEDAR CROSSING,NORTH,,54,3874.84,73.54,32.06699215,663,True,False,False,54.0,32.06699215
ST-14,GOLDEN VALLEY,WEST,2026-03-24,28,3646.0,121.23,27.08129813,1033,False,False,False,28.0,27.08129813
ST-15,PINECREST MALL,WEST,2026-03-03,53,1835.43,31.6,10.77205648,803,False,False,False,53.0,10.77205648
ST-08,PALM TERRACE,SOUTH,2026-05-11,56,3511.5,67.87,38.83442248,269,False,False,False,56.0,38.83442248
ST-16,REDWOOD STATION,WEST,2026-03-27,59,7748.4,137.82,26.79550613,371,False,False,False,59.0,26.79550613
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-29,59,21721.54,398.56,36.71866527,465,False,False,False,59.0,36.71866527
ST-02,HARBOR POINT,NORTH,2026-04-03,58,13008.95,226.4,,433,False,False,False,58.0,
ST-04,SILVERLINE MALL,NORTH,2026-05-23,56,3090.5,55.34,22.17799528,629,True,False,False,56.0,22.17799528
ST-08,PALM TERRACE,SOUTH,2026-05-17,60,2114.33,37.51,32.35364565,530,False,False,False,60.0,32.35364565
ST-08,PALM TERRACE,SOUTH,2026-04-04,68,4531.13,72.83,30.70563421,696,False,False,False,68.0,30.70563421
ST-05,EASTGATE CENTER,NORTH,2026-04-25,82,3078.4,34.72,37.05133284,737,True,False,False,82.0,37.05133284
ST-11,WILLOW CREEK,SOUTH,2026-04-07,26,10294.17,397.92,250.0,602,False,False,True,26.0,
ST-06,CEDAR CROSSING,NORTH,2026-05-04,75,3264.69,45.35,35.27810087,591,True,False,False,75.0,35.27810087
ST-13,HIGHLAND COURT,WEST,2026-05-29,66,7105.2,110.38,34.62862634,613,False,False,False,66.0,34.62862634
ST-11,WILLOW CREEK,SOUTH,2026-03-10,96,12054.82,128.9,15.61615398,661,False,False,False,96.0,15.61615398
ST-18,ASHBROOK PLAZA,WEST,2026-03-14,50,1436.07,30.82,25.98910644,882,False,False,False,50.0,25.98910644
ST-13,HIGHLAND COURT,WEST,2026-04-30,73,5638.0,81.11,14.65630424,593,True,False,False,73.0,14.65630424
ST-18,ASHBROOK PLAZA,WEST,2026-04-19,47,2176.53,43.68,16.9236637,488,True,False,False,47.0,16.9236637
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-07,81,5274.13,70.12,26.53813029,558,False,False,False,81.0,26.53813029
ST-05,EASTGATE CENTER,NORTH,2026-05-13,53,4289.48,85.72,38.23937077,509,False,False,False,53.0,38.23937077
ST-15,PINECREST MALL,WEST,,74,4198.41,59.24,38.11236563,501,False,False,False,74.0,38.11236563
ST-02,HARBOR POINT,NORTH,2026-04-21,78,8827.29,120.76,3.557149722,185,True,False,False,78.0,3.557149722
ST-13,HIGHLAND COURT,WEST,2026-03-08,55,,78.24,7.427052241,745,True,False,False,55.0,7.427052241
ST-16,REDWOOD STATION,WEST,2026-05-08,62,4699.01,82.73,11.69929576,728,False,False,False,62.0,11.69929576
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-05,45,2375.81,50.73,33.81143659,752,False,False,False,45.0,33.81143659
ST-06,CEDAR CROSSING,NORTH,2026-04-15,82,6699.02,86.33,13.11855342,679,False,False,False,82.0,13.11855342
ST-13,HIGHLAND COURT,WEST,2026-03-26,66,5309.0,79.63,250.0,660,False,False,True,66.0,
ST-13,HIGHLAND COURT,WEST,2026-03-06,51,3121.29,61.72,35.59031378,902,True,False,False,51.0,35.59031378
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-12,55,11180.22,187.54,13.8232781,838,True,False,False,55.0,13.8232781
ST-08,PALM TERRACE,SOUTH,2026-05-04,47,6436.56,134.34,2.198415526,783,True,False,False,47.0,2.198415526
ST-15,PINECREST MALL,WEST,2026-02-04,40,3974.0,101.46,19.90430433,718,False,False,False,40.0,19.90430433
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-09,83,14963.88,197.24,12.56773824,706,True,False,False,83.0,12.56773824
ST-13,HIGHLAND COURT,WEST,2026-03-22,36,2805.0,77.32,17.98398737,211,False,False,False,36.0,17.98398737
ST-15,PINECREST MALL,WEST,2026-04-28,76,2309.9,32.38,13.88515638,552,False,False,False,76.0,13.88515638
ST-06,CEDAR CROSSING,NORTH,2026-05-08,67,3615.67,55.72,16.75736662,694,False,False,False,67.0,16.75736662
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-01,51,4136.42,80.85,15.15495546,725,False,False,False,51.0,15.15495546
ST-16,REDWOOD STATION,WEST,2026-04-21,80,12336.35,163.76,27.24547509,434,True,False,False,80.0,27.24547509
ST-05,EASTGATE CENTER,NORTH,2026-04-26,86,2794.1,33.16,26.66419069,678,False,False,False,86.0,26.66419069
ST-13,HIGHLAND COURT,WEST,2026-04-05,62,5373.29,85.15,35.54240114,719,True,False,False,62.0,35.54240114
ST-06,CEDAR CROSSING,NORTH,2026-03-15,57,2939.25,50.89,31.17366604,663,True,False,False,57.0,31.17366604
ST-12,BAYFRONT COMMONS,SOUTH,2026-05-23,60,10690.02,182.49,9.442684848,839,False,False,False,60.0,9.442684848
ST-08,PALM TERRACE,SOUTH,2026-03-21,81,3464.98,46.52,32.65159081,449,False,False,False,81.0,32.65159081
ST-14,GOLDEN VALLEY,WEST,2026-01-04,59,8635.43,142.06,15.40041108,524,True,False,False,59.0,15.40041108
ST-18,ASHBROOK PLAZA,WEST,2026-05-19,84,,26.14,32.17200863,792,False,False,False,84.0,32.17200863
ST-14,GOLDEN VALLEY,WEST,,87,4740.82,59.02,23.34518187,617,False,False,False,87.0,23.34518187
ST-17,SUMMIT CORNER,WEST,2026-03-06,54,5028.06,99.26,22.24833771,650,False,False,False,54.0,22.24833771
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-04,50,3331.28,61.34,8.104883947,460,False,False,False,50.0,8.104883947
ST-12,BAYFRONT COMMONS,SOUTH,2026-04-06,48,4308.83,83.43,5.80896015,592,True,False,False,48.0,5.80896015
ST-17,SUMMIT CORNER,WEST,2026-05-19,47,3991.49,86.69,24.49724075,502,False,False,False,47.0,24.49724075
ST-11,WILLOW CREEK,SOUTH,2026-05-22,58,9778.61,181.24,30.37919399,636,True,False,False,58.0,30.37919399
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-11,58,6613.42,105.76,-15.0,666,False,False,True,58.0,
ST-06,CEDAR CROSSING,NORTH,2026-04-01,53,3019.63,52.35,34.55854786,393,False,False,False,53.0,34.55854786
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-05,57,6158.62,99.16,24.77666287,676,False,False,False,57.0,24.77666287
ST-15,PINECREST MALL,WEST,2026-04-08,83,2791.68,34.99,38.78361977,650,False,False,False,83.0,38.78361977
ST-04,SILVERLINE MALL,NORTH,,54,2710.38,48.85,6.336548538,559,False,False,False,54.0,6.336548538
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-01,55,5939.45,106.76,3.313283719,592,False,False,False,55.0,3.313283719
ST-12,BAYFRONT COMMONS,SOUTH,,74,6607.0,86.37,18.62154264,447,False,False,False,74.0,18.62154264
ST-09,CORAL BAY OUTLET,SOUTH,2026-02-04,79,5104.41,66.6,7.209097425,599,False,False,False,79.0,7.209097425
ST-13,HIGHLAND COURT,WEST,2026-03-09,76,4038.35,55.42,38.32204157,720,False,False,False,76.0,38.32204157
ST-13,HIGHLAND COURT,WEST,2026-04-11,50,,75.14,0.3796596764,719,False,False,False,50.0,0.3796596764
ST-18,ASHBROOK PLAZA,WEST,2026-05-07,53,1413.74,25.94,15.87455099,832,False,False,False,53.0,15.87455099
ST-02,HARBOR POINT,NORTH,2026-05-20,35,7387.76,221.06,8.878161582,686,False,False,False,35.0,8.878161582
ST-13,HIGHLAND COURT,WEST,2026-03-27,70,4161.76,59.72,1.367520534,735,False,False,False,70.0,1.367520534
ST-17,SUMMIT CORNER,WEST,2026-04-01,80,13412.55,182.64,15.80043891,805,False,False,False,80.0,15.80043891
ST-04,SILVERLINE MALL,NORTH,2026-03-28,59,3106.09,49.0,14.55187929,393,True,False,False,59.0,14.55187929
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-14,76,,53.65,8.280821661,597,False,False,False,76.0,8.280821661
ST-11,WILLOW CREEK,SOUTH,,66,,47.41,250.0,327,True,False,True,66.0,
ST-04,SILVERLINE MALL,NORTH,2026-03-01,89,4579.41,51.8,20.99688383,627,False,False,False,89.0,20.99688383
ST-04,SILVERLINE MALL,NORTH,2026-03-31,52,2168.63,40.1,13.31221488,923,True,False,False,52.0,13.31221488
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-05,92,9160.94,95.1,26.97885741,730,False,False,False,92.0,26.97885741
ST-12,BAYFRONT COMMONS,SOUTH,,71,11434.49,150.55,22.45434875,606,False,False,False,71.0,22.45434875
ST-13,HIGHLAND COURT,WEST,2026-03-12,48,4257.3,92.1,12.72665717,615,False,False,False,48.0,12.72665717
ST-18,ASHBROOK PLAZA,WEST,,72,3829.0,49.04,11.53906457,640,True,False,False,72.0,11.53906457
ST-05,EASTGATE CENTER,NORTH,2026-04-21,80,3215.0,42.16,19.75684425,560,False,False,False,80.0,19.75684425
ST-04,SILVERLINE MALL,NORTH,2026-05-12,46,4668.65,109.69,6.596616344,857,False,False,False,46.0,6.596616344
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-05,48,9719.69,206.81,37.0869557,520,True,False,False,48.0,37.0869557
ST-02,HARBOR POINT,NORTH,2026-03-26,62,6872.42,104.26,26.39944977,325,False,False,False,62.0,26.39944977
ST-11,WILLOW CREEK,SOUTH,2026-04-11,81,4594.66,57.0,5.358712416,711,False,False,False,81.0,5.358712416
